"CITATIONS,""TECTONIC SETTING"",""LOCATION"",""LOCATION COMMENT"",""LATITUDE MIN"",""LATITUDE MAX"",""LONGITUDE MIN"",""LONGITUDE MAX"",""LAND OR SEA"",""ELEVATION MIN"",""ELEVATION MAX"",""SAMPLE NAME"",""ROCK NAME"",""MIN. AGE (YRS.)"",""MAX. AGE (YRS.)"",""GEOL."",""AGE"",""ERUPTION DAY"",""ERUPTION MONTH"",""ERUPTION YEAR"",""ROCK TEXTURE"",""ROCK TYPE"",""DRILL DEPTH MIN"",""DRILL DEPTHAX"",""ALTERATION"",""MINERAL"",""MATERIAL"",""SIO2(WT%)"",""TIO2(WT%)"",""B2O3(WT%)"",""AL2O3(WT%)"",""CR2O3(WT%)"",""FE2O3(WT%)"",""FEO(WT%)"",""FEOT(WT%)"",""CAO(WT%)"",""MGO(WT%)"",""MNO(WT%)"",""NIO(WT%)"",""K2O(WT%)"",""NA2O(WT%)"",""P2O5(WT%)"",""H2O(WT%)"",""H2OP(WT%)"",""H2OM(WT%)"",""H2OT(WT%)"",""CO2(WT%)"",""CO1(WT%)"",""F(WT%)"",""CL(WT%)"",""CL2(WT%)"",""OH(WT%)"",""CH4(WT%)"",""SO2(WT%)"",""SO3(WT%)"",""SO4(WT%)"",""S(WT%)"",""LOI(WT%)"",""VOLATILES(WT%)"",""O(WT%)"",""OTHERS(WT%)"",""HE(CCM/G)"",""HE(CCMSTP/G)"",""HE3(CCMSTP/G)"",""HE3(AT/G)"",""HE4(CCM/G)"",""HE4(CCMSTP/G)"",""HE4(AT/G)"",""HE4(MOLE/G)"",""HE4(NCC/G)"",""HE(NCC/G)"",""LI(PPM)"",""BE(PPM)"",""B(PPM)"",""C(PPM)"",""CO2(PPM)"",""F(PPM)"",""NA(PPM)"",""MG(PPM)"",""AL(PPM)"",""P(PPM)"",""S(PPM)"",""CL(PPM)"",""K(PPM)"",""CA(PPM)"",""SC(PPM)"",""TI(PPM)"",""V(PPM)"",""CR(PPM)"",""MN(PPM)"",""FE(PPM)"",""CO(PPM)"",""NI(PPM)"",""CU(PPM)"",""ZN(PPM)"",""GA(PPM)"",""GE(PPM)"",""AS(PPM)"",""SE(PPM)"",""BR(PPM)"",""RB(PPM)"",""SR(PPM)"",""Y(PPM)"",""ZR(PPM)"",""NB(PPM)"",""MO(PPM)"",""RU(PPM)"",""RH(PPM)"",""PD(PPM)"",""AG(PPM)"",""CD(PPM)"",""IN(PPM)"",""SN(PPM)"",""SB(PPM)"",""TE(PPM)"",""I(PPM)"",""CS(PPM)"",""BA(PPM)"",""LA(PPM)"",""CE(PPM)"",""PR(PPM)"",""ND(PPM)"",""SM(PPM)"",""EU(PPM)"",""GD(PPM)"",""TB(PPM)"",""DY(PPM)"",""HO(PPM)"",""ER(PPM)"",""TM(PPM)"",""YB(PPM)"",""LU(PPM)"",""HF(PPM)"",""TA(PPM)"",""W(PPM)"",""RE(PPM)"",""OS(PPM)"",""IR(PPM)"",""PT(PPM)"",""AU(PPM)"",""HG(PPM)"",""TL(PPM)"",""PB(PPM)"",""BI(PPM)"",""TH(PPM)"",""U(PPM)"",""ND143_ND144"",""ND143_ND144_INI"",""EPSILON_ND"",""SR87_SR86"",""SR87_SR86_INI"",""PB206_PB204"",""PB206_PB204_INI"",""PB207_PB204"",""PB207_PB204_INI"",""PB208_PB204"",""PB208_PB204_INI"",""OS184_OS188"",""OS186_OS188"",""OS187_OS186"",""OS187_OS188"",""RE187_OS186"",""RE187_OS188"",""HF176_HF177"",""HE3_HE4"",""HE3_HE4(R/R(A))"",""HE4_HE3"",""HE4_HE3(R/R(A))"",""K40_AR40"",""AR40_K40"",""UNIQUE_ID"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_FTS1488 2.52M [25906]"",""BASALT [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""49.96"",""1.7"","""",""11.62"",""0.14"","""","""",""13.59"",""9.97"",""7.79"",""0.23"","""",""1.14"",""1.72"",""0.15"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.92"","""","""","""","""","""","""","""","""","""","""","""","""","""",""60"","""","""","""","""","""","""","""","""","""","""","""","""","""",""47"","""",""339"",""940"","""","""",""79"",""275"",""107"",""113"",""19.5"","""","""","""","""",""40.4"",""152.5"",""24.7"",""97"",""4.9"","""","""","""","""","""","""","""",""1"","""","""","""",""13"",""362"",""5.5"",""15.1"",""2.13"",""11.2"",""3.8"",""1.39"",""4.87"",""0.88"",""5.04"",""0.94"",""2.65"",""0.37"",""2.15"",""0.33"",""2.9"",""0.4"","""","""","""","""","""","""","""","""",""2"","""",""0.55"",""0.17"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315064"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_FTS1488 75.31M [25906]"",""BASALT [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""51.14"",""1.32"","""",""15.08"",""0.03"","""","""",""10.05"",""10.45"",""6.25"",""0.2"","""",""0.34"",""3.1"",""0.12"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.62"","""","""","""","""","""","""","""","""","""","""","""","""","""",""20"","""","""","""","""","""","""","""","""","""","""","""","""","""",""39"","""",""270"",""160"","""","""",""45"",""98"",""4"",""109"",""18.2"","""","""","""","""",""13.7"",""197.5"",""23.1"",""79"",""3.9"","""","""","""","""","""","""","""",""1"","""","""","""",""4.2"",""121"",""4.2"",""11.8"",""1.68"",""8.4"",""2.79"",""1.03"",""4.03"",""0.7"",""4.39"",""0.9"",""2.48"",""0.4"",""2.02"",""0.33"",""2.2"",""0.4"","""","""","""","""","""","""","""","""",""6"","""",""0.54"",""0.12"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315065"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_FUH027 027 164.95 [25906]"",""BASALT [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""53.27"",""1.04"","""",""16.56"",""0.04"","""","""",""7.09"",""8.98"",""6.81"",""0.13"","""",""0.11"",""4.01"",""0.08"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.02"","""","""","""","""","""","""","""","""","""","""","""","""","""",""20"","""","""","""","""","""","""","""","""","""","""","""","""","""",""41"","""",""305"",""260"","""","""",""64"",""152"",""107"",""84"",""19.4"","""","""","""","""",""1.6"",""156"",""16.6"",""64"",""4.2"","""","""","""","""","""","""","""",""1"","""","""","""",""0.4"",""48.3"",""4.7"",""12.5"",""1.65"",""7.8"",""2"",""0.96"",""3.02"",""0.46"",""2.96"",""0.69"",""1.89"",""0.32"",""1.58"",""0.24"",""1.9"",""0.4"","""","""","""","""","""","""","""","""",""0"","""",""0.56"",""0.46"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315066"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_WF-130 [25906]"",""BASALT [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""51.2"",""1.5"","""",""13.85"",""0.008"","""","""",""11.79"",""9.13"",""5.08"",""0.33"","""",""0.43"",""2.6"",""0.11"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.64"","""","""","""","""","""","""","""","""","""","""","""","""","""",""18.1"","""","""","""","""","""","""","""","""","""","""","""","""","""",""37.9"","""",""366"",""70"","""","""",""53.1"",""75.8"",""99.6"",""159"",""23.7"","""","""","""","""",""12.8"",""172.5"",""30.4"",""103"",""5.2"","""","""","""","""","""","""","""",""2"","""","""","""",""2.85"",""94.7"",""6"",""16.8"",""2.36"",""11.6"",""3.17"",""1.45"",""5.18"",""0.87"",""5.69"",""1.27"",""3.41"",""0.53"",""3.27"",""0.49"",""2.9"",""0.6"","""","""","""","""","""","""","""","""",""3.2"","""",""0.71"",""0.28"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315067"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_WF-131 [25906]"",""BASALT [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""52"",""1.68"","""",""13.75"",""0.007"","""","""",""13.99"",""8.53"",""4.53"",""0.46"","""",""0.38"",""2.89"",""0.15"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.47"","""","""","""","""","""","""","""","""","""","""","""","""","""",""20.8"","""","""","""","""","""","""","""","""","""","""","""","""","""",""36.7"","""",""351"",""50"","""","""",""67.7"",""102"",""36.5"",""131"",""21.5"","""","""","""","""",""8.7"",""166.5"",""34"",""110"",""5.5"","""","""","""","""","""","""","""",""1"","""","""","""",""2.06"",""44.2"",""6.7"",""19"",""2.73"",""12.6"",""3.72"",""1.4"",""6.15"",""1"",""6.38"",""1.35"",""3.82"",""0.5"",""3.63"",""0.51"",""3.2"",""0.6"","""","""","""","""","""","""","""","""",""3.4"","""",""0.77"",""0.22"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315068"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_WF-133 [25906]"",""BASALT [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""54.4"",""1.2"","""",""14.75"",""0.019"","""","""",""9.94"",""8.68"",""4.91"",""0.19"","""",""0.55"",""3.37"",""0.12"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.9"","""","""","""","""","""","""","""","""","""","""","""","""","""",""25.2"","""","""","""","""","""","""","""","""","""","""","""","""","""",""35"","""",""266"",""140"","""","""",""36.2"",""74"",""34.5"",""112"",""21.7"","""","""","""","""",""16.2"",""208"",""25.5"",""82"",""4"","""","""","""","""","""","""","""",""1"","""","""","""",""7.06"",""182"",""4.7"",""13.3"",""1.87"",""9.5"",""2.84"",""1.34"",""4.45"",""0.7"",""4.59"",""1.05"",""2.76"",""0.4"",""2.62"",""0.41"",""2.4"",""0.5"","""","""","""","""","""","""","""","""",""2.9"","""",""0.54"",""0.14"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315069"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_WF-134 [25906]"",""BASALT [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""57"",""1.47"","""",""15.3"",""0.009"","""","""",""8.28"",""5.95"",""4.18"",""0.15"","""",""0.95"",""4.09"",""0.19"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.84"","""","""","""","""","""","""","""","""","""","""","""","""","""",""50.1"","""","""","""","""","""","""","""","""","""","""","""","""","""",""33.9"","""",""278"",""70"","""","""",""39.8"",""56.5"",""47.9"",""101"",""22.9"","""","""","""","""",""28.4"",""207"",""31.1"",""120"",""5.6"","""","""","""","""","""","""","""",""1"","""","""","""",""12.4"",""319"",""5.8"",""17.6"",""2.47"",""11.3"",""3.41"",""1.33"",""5.25"",""0.88"",""5.22"",""1.15"",""3.3"",""0.51"",""3.18"",""0.42"",""3.4"",""0.6"","""","""","""","""","""","""","""","""",""3.3"","""",""0.85"",""0.27"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315070"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_FTS1486 238.15M [25906]"",""ANDESITE, BASALTIC [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""57.2"",""1.8"","""",""13.71"",""0"","""","""",""7.26"",""7.87"",""5.08"",""0.17"","""",""0.19"",""3.5"",""0.42"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.85"","""","""","""","""","""","""","""","""","""","""","""","""","""",""20"","""","""","""","""","""","""","""","""","""","""","""","""","""",""31"","""",""297"",""60"","""","""",""31"",""38"",""14"",""82"",""20.6"","""","""","""","""",""6.5"",""135.5"",""62.6"",""318"",""13.8"","""","""","""","""","""","""","""",""3"","""","""","""",""0.78"",""73.1"",""15"",""37.7"",""4.93"",""22.7"",""6.72"",""2.06"",""9.17"",""1.66"",""10.9"",""2.32"",""7.17"",""0.92"",""6.25"",""0.94"",""8.2"",""1.1"","""","""","""","""","""","""","""","""",""3"","""",""3.1"",""0.9"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315071"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_FUH027 027 253.75 [25906]"",""ANDESITE, BASALTIC [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""57.01"",""1.01"","""",""16.48"",""0.07"","""","""",""9.3"",""5.2"",""4.87"",""0.29"","""",""0.71"",""1.62"",""0.12"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.53"","""","""","""","""","""","""","""","""","""","""","""","""","""",""40"","""","""","""","""","""","""","""","""","""","""","""","""","""",""34"","""",""251"",""580"","""","""",""64"",""241"",""94"",""221"",""19.9"","""","""","""","""",""27.4"",""169"",""20.8"",""114"",""5.7"","""","""","""","""","""","""","""",""2"","""","""","""",""7.71"",""132"",""8.2"",""18.6"",""2.41"",""11"",""2.94"",""0.88"",""3.52"",""0.6"",""3.74"",""0.77"",""2.11"",""0.38"",""2.2"",""0.33"",""3.2"",""0.5"","""","""","""","""","""","""","""","""",""0"","""",""1.79"",""0.7"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315072"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_WF-143 [25906]"",""ANDESITE, BASALTIC [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""55.8"",""1.73"","""",""14.1"",""0.006"","""","""",""8.81"",""9.92"",""4.14"",""0.24"","""",""0.34"",""2.73"",""0.42"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.72"","""","""","""","""","""","""","""","""","""","""","""","""","""",""13.7"","""","""","""","""","""","""","""","""","""","""","""","""","""",""34.2"","""",""295"",""40"","""","""",""32.6"",""34.7"",""32.4"",""102"",""23.1"","""","""","""","""",""9.2"",""190"",""68.5"",""325"",""14.5"","""","""","""","""","""","""","""",""3"","""","""","""",""1.48"",""95.2"",""20.7"",""53.7"",""7.18"",""30.5"",""8.73"",""2.6"",""11.65"",""1.75"",""11.9"",""2.61"",""7.47"",""1.06"",""7.03"",""1.07"",""8.4"",""1.1"","""","""","""","""","""","""","""","""",""6.5"","""",""3.05"",""0.93"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315073"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_WF-145 [25906]"",""ANDESITE, BASALTIC [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""56"",""1.66"","""",""14.35"",""0.008"","""","""",""7.86"",""10.8"",""5.57"",""0.2"","""",""0.35"",""2.8"",""0.42"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.91"","""","""","""","""","""","""","""","""","""","""","""","""","""",""18.5"","""","""","""","""","""","""","""","""","""","""","""","""","""",""34.4"","""",""297"",""60"","""","""",""35.9"",""59.1"",""126.5"",""91"",""21.4"","""","""","""","""",""9.5"",""198"",""47.5"",""240"",""9.7"","""","""","""","""","""","""","""",""2"","""","""","""",""2.07"",""106.5"",""13.5"",""35.9"",""4.75"",""22"",""5.94"",""2.13"",""8.26"",""1.38"",""8.59"",""1.77"",""4.92"",""0.71"",""4.63"",""0.69"",""6"",""0.9"","""","""","""","""","""","""","""","""",""5"","""",""1.89"",""0.58"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315074"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_FTS1486 161.45M [25906]"",""BASALT [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""52.72"",""0.75"","""",""10.8"",""0.25"","""","""",""12.22"",""7.26"",""10.85"",""0.41"","""",""0.7"",""0.93"",""0.09"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.33"","""","""","""","""","""","""","""","""","""","""","""","""","""",""60"","""","""","""","""","""","""","""","""","""","""","""","""","""",""28"","""",""156"",""1680"","""","""",""98"",""877"",""101"",""718"",""15.3"","""","""","""","""",""45"",""49.3"",""18.3"",""78"",""4.3"","""","""","""","""","""","""","""",""4"","""","""","""",""4.6"",""72.8"",""8.5"",""20.3"",""2.3"",""9.9"",""2.49"",""0.9"",""3.17"",""0.51"",""3.1"",""0.66"",""1.88"",""0.26"",""1.64"",""0.27"",""2.1"",""0.4"","""","""","""","""","""","""","""","""",""18"","""",""2.35"",""0.75"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315075"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_FTS1653 155.45M [25906]"",""BASALT [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""53.7"",""0.88"","""",""9.03"",""0.09"","""","""",""12.17"",""10.65"",""8.94"",""0.27"","""",""0.7"",""1.58"",""0.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.03"","""","""","""","""","""","""","""","""","""","""","""","""","""",""30"","""","""","""","""","""","""","""","""","""","""","""","""","""",""30"","""",""196"",""590"","""","""",""63"",""112"",""173"",""119"",""11.6"","""","""","""","""",""35.4"",""219"",""15.8"",""70"",""4"","""","""","""","""","""","""","""",""2"","""","""","""",""4.41"",""103"",""7.9"",""18.3"",""2.27"",""10.9"",""2.94"",""0.89"",""3.27"",""0.51"",""3.15"",""0.6"",""1.64"",""0.25"",""1.4"",""0.23"",""1.8"",""0.4"","""","""","""","""","""","""","""","""",""11"","""",""1.05"",""0.31"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315076"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_FUH027 027 162.27 [25906]"",""ANDESITE, BASALTIC [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""55.02"",""1.02"","""",""16.24"",""0.03"","""","""",""6.84"",""9.04"",""6.87"",""0.12"","""",""0.11"",""3.44"",""0.08"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.04"","""","""","""","""","""","""","""","""","""","""","""","""","""",""20"","""","""","""","""","""","""","""","""","""","""","""","""","""",""42"","""",""307"",""260"","""","""",""66"",""132"",""28"",""91"",""17.9"","""","""","""","""",""1.3"",""157"",""15.5"",""70"",""6.8"","""","""","""","""","""","""","""",""1"","""","""","""",""0.46"",""61.8"",""8.5"",""20.9"",""2.65"",""9.7"",""2.3"",""0.9"",""2.89"",""0.49"",""2.84"",""0.62"",""1.57"",""0.24"",""1.47"",""0.2"",""2.1"",""0.5"","""","""","""","""","""","""","""","""",""0"","""",""0.88"",""0.31"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315077"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_FUH151 151 49.25 [25906]"",""ANDESITE, BASALTIC [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""59.44"",""1.9"","""",""15.48"",""0.01"","""","""",""9.05"",""3.8"",""4.23"",""0.25"","""",""0.94"",""3.94"",""0.16"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.09"","""","""","""","""","""","""","""","""","""","""","""","""","""",""50"","""","""","""","""","""","""","""","""","""","""","""","""","""",""39"","""",""446"",""90"","""","""",""70"",""101"",""2"",""115"",""24.5"","""","""","""","""",""32.7"",""150.5"",""27.9"",""128"",""11.7"","""","""","""","""","""","""","""",""2"","""","""","""",""10.65"",""272"",""16.4"",""39.1"",""4.97"",""20.6"",""4.67"",""1.43"",""5.29"",""0.81"",""5.46"",""1.13"",""3.17"",""0.51"",""2.73"",""0.38"",""3.5"",""0.7"","""","""","""","""","""","""","""","""",""0"","""",""1.13"",""0.3"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315078"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_FTS1653 18.30M [25906]"",""NOT GIVEN [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""PLU"","""","""","""","""",""WR [25906] "",""45.54"",""0.94"","""",""6.27"",""0.56"","""","""",""12.15"",""8.89"",""19.5"",""0.16"","""",""0.02"",""0.28"",""0.09"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""4.07"","""","""","""","""","""","""","""","""","""","""","""","""","""",""10"","""","""","""","""","""","""","""","""","""","""","""","""","""",""27"","""",""60"",""3710"","""","""",""110"",""1445"",""183"",""90"",""10.5"","""","""","""","""",""0.7"",""26.4"",""11.3"",""49"",""2.3"","""","""","""","""","""","""","""",""1"","""","""","""",""0.4"",""3.9"",""3.3"",""8.4"",""1.26"",""6.7"",""2.04"",""0.51"",""2.64"",""0.37"",""2.2"",""0.47"",""1.09"",""0.18"",""0.91"",""0.14"",""1.2"",""0.2"","""","""","""","""","""","""","""","""",""0"","""",""0.46"",""0.4"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315079"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_FTS1655 16.05M [25906]"",""NOT GIVEN [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""PLU"","""","""","""","""",""WR [25906] "",""43.23"",""1.27"","""",""7.6"",""0.65"","""","""",""13.85"",""8.46"",""18.3"",""0.16"","""",""0.02"",""0.36"",""0.11"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""4.22"","""","""","""","""","""","""","""","""","""","""","""","""","""",""30"","""","""","""","""","""","""","""","""","""","""","""","""","""",""35"","""",""91"",""4170"","""","""",""131"",""1675"",""329"",""102"",""12.9"","""","""","""","""",""0.7"",""21.6"",""14.9"",""66"",""3.4"","""","""","""","""","""","""","""",""1"","""","""","""",""0.39"",""5.9"",""4"",""10.2"",""1.64"",""7.9"",""2.55"",""0.58"",""3.1"",""0.42"",""3.09"",""0.58"",""1.49"",""0.21"",""1.26"",""0.18"",""1.8"",""0.2"","""","""","""","""","""","""","""","""",""2"","""",""2.44"",""5.38"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315080"","
