"CITATIONS,""TECTONIC SETTING"",""LOCATION"",""LOCATION COMMENT"",""LATITUDE MIN"",""LATITUDE MAX"",""LONGITUDE MIN"",""LONGITUDE MAX"",""LAND OR SEA"",""ELEVATION MIN"",""ELEVATION MAX"",""SAMPLE NAME"",""ROCK NAME"",""MIN. AGE (YRS.)"",""MAX. AGE (YRS.)"",""GEOL."",""AGE"",""ERUPTION DAY"",""ERUPTION MONTH"",""ERUPTION YEAR"",""ROCK TEXTURE"",""ROCK TYPE"",""DRILL DEPTH MIN"",""DRILL DEPTHAX"",""ALTERATION"",""MINERAL"",""MATERIAL"",""SIO2(WT%)"",""TIO2(WT%)"",""B2O3(WT%)"",""AL2O3(WT%)"",""CR2O3(WT%)"",""FE2O3(WT%)"",""FEO(WT%)"",""FEOT(WT%)"",""CAO(WT%)"",""MGO(WT%)"",""MNO(WT%)"",""NIO(WT%)"",""K2O(WT%)"",""NA2O(WT%)"",""P2O5(WT%)"",""H2O(WT%)"",""H2OP(WT%)"",""H2OM(WT%)"",""H2OT(WT%)"",""CO2(WT%)"",""CO1(WT%)"",""F(WT%)"",""CL(WT%)"",""CL2(WT%)"",""OH(WT%)"",""CH4(WT%)"",""SO2(WT%)"",""SO3(WT%)"",""SO4(WT%)"",""S(WT%)"",""LOI(WT%)"",""VOLATILES(WT%)"",""O(WT%)"",""OTHERS(WT%)"",""HE(CCM/G)"",""HE(CCMSTP/G)"",""HE3(CCMSTP/G)"",""HE3(AT/G)"",""HE4(CCM/G)"",""HE4(CCMSTP/G)"",""HE4(AT/G)"",""HE4(MOLE/G)"",""HE4(NCC/G)"",""HE(NCC/G)"",""LI(PPM)"",""BE(PPM)"",""B(PPM)"",""C(PPM)"",""CO2(PPM)"",""F(PPM)"",""NA(PPM)"",""MG(PPM)"",""AL(PPM)"",""P(PPM)"",""S(PPM)"",""CL(PPM)"",""K(PPM)"",""CA(PPM)"",""SC(PPM)"",""TI(PPM)"",""V(PPM)"",""CR(PPM)"",""MN(PPM)"",""FE(PPM)"",""CO(PPM)"",""NI(PPM)"",""CU(PPM)"",""ZN(PPM)"",""GA(PPM)"",""GE(PPM)"",""AS(PPM)"",""SE(PPM)"",""BR(PPM)"",""RB(PPM)"",""SR(PPM)"",""Y(PPM)"",""ZR(PPM)"",""NB(PPM)"",""MO(PPM)"",""RU(PPM)"",""RH(PPM)"",""PD(PPM)"",""AG(PPM)"",""CD(PPM)"",""IN(PPM)"",""SN(PPM)"",""SB(PPM)"",""TE(PPM)"",""I(PPM)"",""CS(PPM)"",""BA(PPM)"",""LA(PPM)"",""CE(PPM)"",""PR(PPM)"",""ND(PPM)"",""SM(PPM)"",""EU(PPM)"",""GD(PPM)"",""TB(PPM)"",""DY(PPM)"",""HO(PPM)"",""ER(PPM)"",""TM(PPM)"",""YB(PPM)"",""LU(PPM)"",""HF(PPM)"",""TA(PPM)"",""W(PPM)"",""RE(PPM)"",""OS(PPM)"",""IR(PPM)"",""PT(PPM)"",""AU(PPM)"",""HG(PPM)"",""TL(PPM)"",""PB(PPM)"",""BI(PPM)"",""TH(PPM)"",""U(PPM)"",""ND143_ND144"",""ND143_ND144_INI"",""EPSILON_ND"",""SR87_SR86"",""SR87_SR86_INI"",""PB206_PB204"",""PB206_PB204_INI"",""PB207_PB204"",""PB207_PB204_INI"",""PB208_PB204"",""PB208_PB204_INI"",""OS184_OS188"",""OS186_OS188"",""OS187_OS186"",""OS187_OS188"",""RE187_OS186"",""RE187_OS188"",""HF176_HF177"",""HE3_HE4"",""HE3_HE4(R/R(A))"",""HE4_HE3"",""HE4_HE3(R/R(A))"",""K40_AR40"",""AR40_K40"",""UNIQUE_ID"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_PTL041 041 68.85 [25906]"",""NOT GIVEN [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""58.52"",""1.45"","""",""14.84"",""0.02"","""","""",""9"",""3.31"",""4.32"",""0.13"","""",""1.47"",""1.95"",""0.27"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.49"","""","""","""","""","""","""","""","""","""","""","""","""","""",""110"","""","""","""","""","""","""","""","""","""","""","""","""","""",""30"","""",""262"",""180"","""","""",""46"",""116"",""67"",""190"",""22.6"","""","""","""","""",""58.3"",""304"",""44.6"",""234"",""11"","""","""","""","""","""","""","""",""3"","""","""","""",""25.8"",""330"",""19.1"",""43.2"",""5.55"",""24.7"",""5.96"",""1.97"",""8.25"",""1.31"",""8.13"",""1.75"",""5.04"",""0.77"",""5.22"",""0.69"",""6.2"",""0.8"","""","""","""","""","""","""","""","""",""4"","""",""3.56"",""1.13"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315081"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_PTL047 047 64.40 [25906]"",""NOT GIVEN [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""61.22"",""1.76"","""",""14.4"",""0.01"","""","""",""10.06"",""2.54"",""3.45"",""0.15"","""",""1.08"",""1.82"",""0.38"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.79"","""","""","""","""","""","""","""","""","""","""","""","""","""",""120"","""","""","""","""","""","""","""","""","""","""","""","""","""",""30"","""",""301"",""120"","""","""",""29"",""74"",""63"",""120"",""22.1"","""","""","""","""",""33.8"",""238"",""61"",""304"",""13.3"","""","""","""","""","""","""","""",""2"","""","""","""",""16.35"",""188"",""22.4"",""53.5"",""7.06"",""32.4"",""8.72"",""2.54"",""10.1"",""1.77"",""10.65"",""2.18"",""7.07"",""0.98"",""6.57"",""0.91"",""7.6"",""0.9"","""","""","""","""","""","""","""","""",""0"","""",""3.52"",""1.09"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315082"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_PTL047 047 86.60 [25906]"",""NOT GIVEN [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""62.35"",""1.6"","""",""13.74"",""0.01"","""","""",""8.92"",""2.18"",""3.83"",""0.13"","""",""0.97"",""2.85"",""0.37"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.42"","""","""","""","""","""","""","""","""","""","""","""","""","""",""90"","""","""","""","""","""","""","""","""","""","""","""","""","""",""23"","""",""271"",""130"","""","""",""33"",""75"",""45"",""87"",""20.2"","""","""","""","""",""40.1"",""274"",""57.9"",""301"",""12.8"","""","""","""","""","""","""","""",""3"","""","""","""",""21.9"",""230"",""24.5"",""57.5"",""7.69"",""34.7"",""8.3"",""2.51"",""9.72"",""1.67"",""9.47"",""2.1"",""6.2"",""0.95"",""6.15"",""0.89"",""7.8"",""1"","""","""","""","""","""","""","""","""",""0"","""",""3.95"",""1.12"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315083"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_PTL065 065 29.45 [25906]"",""NOT GIVEN [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""58.1"",""1.58"","""",""13.46"",""0.01"","""","""",""9.51"",""2.96"",""3.81"",""0.12"","""",""1.96"",""2.63"",""0.34"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3.12"","""","""","""","""","""","""","""","""","""","""","""","""","""",""80"","""","""","""","""","""","""","""","""","""","""","""","""","""",""27"","""",""266"",""140"","""","""",""37"",""96"",""86"",""128"",""19.2"","""","""","""","""",""60.2"",""230"",""55.6"",""284"",""12.9"","""","""","""","""","""","""","""",""2"","""","""","""",""20.5"",""277"",""21.1"",""50.3"",""6.69"",""30.3"",""7.23"",""2.15"",""9.23"",""1.49"",""9.97"",""2.04"",""5.79"",""0.86"",""5.34"",""0.85"",""7.7"",""0.8"","""","""","""","""","""","""","""","""",""0"","""",""3.59"",""1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315084"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_PTL065 065 33.43 [25906]"",""NOT GIVEN [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""58.9"",""1.58"","""",""13.43"",""0.01"","""","""",""10.24"",""2.58"",""4.27"",""0.14"","""",""2.05"",""2.15"",""0.33"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.9"","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"","""","""","""","""","""","""","""","""","""","""","""","""","""",""28"","""",""264"",""130"","""","""",""43"",""87"",""50"",""140"",""19.5"","""","""","""","""",""65.1"",""223"",""52.4"",""283"",""12.6"","""","""","""","""","""","""","""",""2"","""","""","""",""22.2"",""299"",""19.6"",""46.5"",""6.47"",""28.6"",""7.34"",""2.12"",""9.3"",""1.43"",""9.38"",""1.88"",""5.7"",""0.86"",""5.3"",""0.83"",""7.4"",""0.8"","""","""","""","""","""","""","""","""",""0"","""",""3.54"",""1.03"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315085"","
"[25906],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / PITANGUI GREENSTONE BELT"",""TURMALINA MINE COMPLEX, FAINA, AND PONTAL"",""-19.7"",""-19.7"",""-44.8"",""-44.8"",""SAE"","""","""",""s_PTL065 065 43.70 [25906]"",""NOT GIVEN [25906]"","""","""","""",""ARCHEAN [25906]"","""","""","""","""",""VOL"","""","""","""","""",""WR [25906] "",""60.2"",""1.68"","""",""13.7"",""0.01"","""","""",""9.57"",""2.62"",""4.72"",""0.13"","""",""1.12"",""2.53"",""0.39"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.91"","""","""","""","""","""","""","""","""","""","""","""","""","""",""100"","""","""","""","""","""","""","""","""","""","""","""","""","""",""29"","""",""290"",""120"","""","""",""41"",""74"",""57"",""183"",""20.3"","""","""","""","""",""34.3"",""225"",""62.1"",""317"",""18.9"","""","""","""","""","""","""","""",""2"","""","""","""",""14.6"",""207"",""31"",""71.8"",""9.52"",""41"",""9.21"",""2.66"",""11.2"",""1.59"",""11.4"",""2.23"",""6.82"",""0.99"",""6.31"",""0.92"",""7.7"",""1.1"","""","""","""","""","""","""","""","""",""3"","""",""4.29"",""1.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2315086"","
"[25932],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / BRASILIA OROGEN"",""AMPARO-SERRA NEGRA"",""-22.7453"",""-22.7453"",""-46.8306"",""-46.8306"",""SAE"","""","""",""s_MNS-97 [25932]"",""NOT GIVEN [25932]"","""","""","""",""ARCHEAN [25932]"","""","""","""","""",""PLU"","""","""","""","""",""WR [25932] "",""72.5"",""0.23"","""",""16.05"","""",""1.57"","""",""1.412686"",""3.04"",""0.7"",""0.02"","""",""1.16"",""5.62"",""0.08"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.8"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""",""30"",""30"","""","""",""3"",""3"",""3"",""19"",""19.1"","""","""","""","""",""33.6"",""780"",""4.4"",""197"",""20.9"","""","""","""","""","""","""","""","""","""","""","""",""1.53"",""746"",""43.9"",""75.5"",""6.88"",""21.2"",""3.52"",""1.13"",""1.75"",""0.2"",""0.94"",""0.17"",""0.41"",""0.06"",""0.34"",""0.04"",""4.9"",""1.3"","""","""","""","""","""","""","""","""",""11"","""",""5.68"",""1.13"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2320332"","
"[25932],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / BRASILIA OROGEN"",""HELIODORA"",""-22.1031"",""-22.1031"",""-45.6161"",""-45.6161"",""SAE"","""","""",""s_CP-83 [25932]"",""NOT GIVEN [25932]"","""","""","""",""ARCHEAN [25932]"","""","""","""","""",""PLU"","""","""","""","""",""WR [25932] "",""77"",""0.07"","""",""14.05"","""",""1.13"","""",""1.016774"",""0.71"",""0.37"",""0.01"","""",""1.62"",""5.01"",""0.03"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.33"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""",""8"",""20"","""","""",""1"",""1"",""13"",""67"",""21.3"","""","""","""","""",""45.4"",""332"",""3.3"",""65"",""2.8"","""","""","""","""","""","""","""","""","""","""","""",""1.15"",""574"",""16.7"",""27.2"",""2.95"",""10.8"",""1.71"",""0.41"",""1.17"",""0.15"",""0.77"",""0.13"",""0.3"",""0.04"",""0.23"",""0.03"",""2.3"",""0.3"","""","""","""","""","""","""","""","""",""22"","""",""4.26"",""2.35"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2320333"","
"[25932],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / BRASILIA OROGEN"",""AMPARO-SERRA NEGRA"",""-22.5708"",""-22.5708"",""-46.7508"",""-46.7508"",""SAE"","""","""",""s_MNS-120 [25932]"",""NOT GIVEN [25932]"","""","""","""",""ARCHEAN [25932]"","""","""","""","""",""PLU"","""","""","""","""",""WR [25932] "",""72.6"",""0.27"","""",""15.6"","""",""2.6"","""",""2.33948"",""1.95"",""0.76"",""0.03"","""",""1.24"",""5.64"",""0.08"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.9"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2"","""",""33"",""20"","""","""",""4"",""7"",""6"",""41"",""20.2"","""","""","""","""",""42.6"",""530"",""3.5"",""154"",""4.1"","""","""","""","""","""","""","""","""","""","""","""",""1.97"",""410"",""22.1"",""39.4"",""3.88"",""9.816"",""1.567"",""0.7"",""1.14"",""0.12"",""0.61"",""0.12"",""0.33"",""0.05"",""0.3"",""0.04"",""3.8"",""0.7"","""","""","""","""","""","""","""","""",""10"","""",""3.94"",""0.55"",""0.510751"","""",""-36.91"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2320334"","
"[25932],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / BRASILIA OROGEN"",""AMPARO-SERRA NEGRA"",""-22.5694"",""-22.5694"",""-46.6519"",""-46.6519"",""SAE"","""","""",""s_MNS-149  [25932]"",""NOT GIVEN [25932]"","""","""","""",""ARCHEAN [25932]"","""","""","""","""",""PLU"","""","""","""","""",""WR [25932] "",""74.4"",""0.18"","""",""14.85"","""",""1.46"","""",""1.313708"",""1.29"",""0.69"",""0.02"","""",""2.49"",""5.25"",""0.05"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.94"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2"","""",""18"",""40"","""","""",""2"",""2"",""2"",""37"",""20.3"","""","""","""","""",""51.3"",""401"",""3.9"",""111"",""5.3"","""","""","""","""","""","""","""","""","""","""","""",""0.84"",""537"",""15"",""26.7"",""3.05"",""10.1"",""1.88"",""0.55"",""1.25"",""0.17"",""0.85"",""0.14"",""0.35"",""0.05"",""0.29"",""0.04"",""2.8"",""0.4"","""","""","""","""","""","""","""","""",""10"","""",""4.56"",""0.74"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2320335"","
"[25932],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / BRASILIA OROGEN"",""HELIODORA"",""-22.0614"",""-22.0614"",""-45.4708"",""-45.4708"",""SAE"","""","""",""s_CP-11 [25932]"",""NOT GIVEN [25932]"","""","""","""",""ARCHEAN [25932]"","""","""","""","""",""PLU"","""","""","""","""",""WR [25932] "",""72.8"",""0.38"","""",""16.2"","""",""2.95"","""",""2.65441"",""2.98"",""1.08"",""0.03"","""",""1.34"",""5.58"",""0.13"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.65"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""3"","""",""33"",""30"","""","""",""8"",""14"",""1"",""67"",""22.9"","""","""","""","""",""35.8"",""723"",""4.6"",""183"",""3.3"","""","""","""","""","""","""","""","""","""","""","""",""0.33"",""427"",""19.5"",""31.8"",""3.6"",""13.833"",""2.272"",""0.78"",""1.67"",""0.17"",""0.83"",""0.15"",""0.37"",""0.06"",""0.39"",""0.05"",""4.4"",""0.2"","""","""","""","""","""","""","""","""",""5"","""",""1.97"",""0.19"",""0.510752"","""",""-36.8"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2320336"","
"[25932],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / BRASILIA OROGEN"",""CARRANCAS-MINDURI"",""-21.6569"",""-21.6569"",""-44.7594"",""-44.7594"",""SAE"","""","""",""s_CH-2 [25932]"",""NOT GIVEN [25932]"","""","""","""",""ARCHEAN [25932]"","""","""","""","""",""PLU"","""","""","""","""",""WR [25932] "",""70.2"",""0.33"","""",""15.5"","""",""3.29"","""",""2.960342"",""3.96"",""1.3"",""0.04"","""",""1.23"",""4.26"",""0.11"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.74"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""5"","""",""61"",""30"","""","""",""8"",""15"",""24"",""56"",""19.9"","""","""","""","""",""55.6"",""461"",""7.6"",""79"",""4.9"","""","""","""","""","""","""","""","""","""","""","""",""0.71"",""427"",""18.9"",""33.1"",""3.67"",""11.67"",""2.248"",""0.97"",""2.08"",""0.3"",""1.63"",""0.28"",""0.74"",""0.11"",""0.61"",""0.09"",""2.2"",""0.3"","""","""","""","""","""","""","""","""",""14"","""",""1.77"",""0.37"",""0.511118"","""",""-29.65"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2320337"","
"[25932],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / BRASILIA OROGEN"",""HELIODORA"",""-22.0356"",""-22.0356"",""-45.4789"",""-45.4789"",""SAE"","""","""",""s_CP-9 [25932]"",""NOT GIVEN [25932]"","""","""","""",""ARCHEAN [25932]"","""","""","""","""",""PLU"","""","""","""","""",""WR [25932] "",""70.3"",""0.33"","""",""15.6"","""",""2.85"","""",""2.56443"",""2.94"",""1.11"",""0.04"","""",""0.9"",""4.41"",""0.1"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1.47"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""4"","""",""27"",""20"","""","""",""8"",""13"",""3"",""56"",""22"","""","""","""","""",""46.7"",""395"",""7.7"",""150"",""11.1"","""","""","""","""","""","""","""","""","""","""","""",""2.75"",""338"",""20.1"",""37.6"",""3.58"",""11.364"",""2.03"",""0.89"",""2.03"",""0.29"",""1.61"",""0.31"",""0.69"",""0.1"",""0.68"",""0.1"",""3.7"",""1.1"","""","""","""","""","""","""","""","""",""5"","""",""3.6"",""0.35"",""0.510932"","""",""-33.27"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2320338"","
"[25932],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / BRASILIA OROGEN"",""HELIODORA"",""-22.0653"",""-22.0653"",""-45.4422"",""-45.4422"",""SAE"","""","""",""s_CP-13 [25932]"",""NOT GIVEN [25932]"","""","""","""",""ARCHEAN [25932]"","""","""","""","""",""PLU"","""","""","""","""",""WR [25932] "",""72.5"",""0.14"","""",""16.1"","""",""1.83"","""",""1.646634"",""3.23"",""0.59"",""0.02"","""",""0.84"",""5.51"",""0.08"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.45"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2"","""",""15"",""10"","""","""",""5"",""10"",""6"",""33"",""20.1"","""","""","""","""",""13.9"",""556"",""7.6"",""136"",""2"","""","""","""","""","""","""","""","""","""","""","""",""0.09"",""443"",""15.4"",""26.8"",""2.35"",""6.318"",""1.66"",""0.88"",""1.75"",""0.26"",""1.49"",""0.29"",""0.73"",""0.1"",""0.58"",""0.08"",""3.4"",""0.1"","""","""","""","""","""","""","""","""",""9"","""",""1.54"",""0.18"",""0.511141"","""",""-29.21"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2320339"","
"[25932],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / BRASILIA OROGEN"",""HELIODORA"",""-22.0225"",""-22.0225"",""-45.3519"",""-45.3519"",""SAE"","""","""",""s_CP-72 [25932]"",""NOT GIVEN [25932]"","""","""","""",""ARCHEAN [25932]"","""","""","""","""",""PLU"","""","""","""","""",""WR [25932] "",""68.5"",""0.42"","""",""15.55"","""",""2.98"","""",""2.681404"",""2.89"",""1.1"",""0.05"","""",""1.99"",""4.77"",""0.13"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.98"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""4"","""",""35"",""30"","""","""",""6"",""11"",""4"",""77"",""21.1"","""","""","""","""",""172"",""462"",""9.9"",""201"",""6.7"","""","""","""","""","""","""","""","""","""","""","""",""8.56"",""424"",""25.7"",""38.5"",""4.37"",""14.1"",""2.76"",""0.83"",""2.31"",""0.31"",""1.72"",""0.3"",""0.86"",""0.13"",""0.76"",""0.12"",""4.5"",""0.7"","""","""","""","""","""","""","""","""",""20"","""",""2.79"",""2.13"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2320340"","
"[25932],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / BRASILIA OROGEN"",""CARRANCAS-MINDURI"",""-21.5394"",""-21.5394"",""-44.6503"",""-44.6503"",""SAE"","""","""",""s_RSM-19 [25932]"",""NOT GIVEN [25932]"","""","""","""",""ARCHEAN [25932]"","""","""","""","""",""PLU"","""","""","""","""",""WR [25932] "",""75.2"",""0.19"","""",""14.55"","""",""1.93"","""",""1.736614"",""1.4"",""0.94"",""0.03"","""",""0.82"",""6.37"",""0.04"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.24"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""1"","""",""24"",""20"","""","""",""3"",""2"",""2"",""30"",""16"","""","""","""","""",""33.4"",""344"",""3"",""149"",""5.9"","""","""","""","""","""","""","""","""","""","""","""",""0.73"",""374"",""11.7"",""20.5"",""2.12"",""6.7"",""1.18"",""0.31"",""0.69"",""0.1"",""0.58"",""0.12"",""0.34"",""0.05"",""0.36"",""0.06"",""4.2"",""0.3"","""","""","""","""","""","""","""","""",""23"","""",""10.9"",""1.74"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2320341"","
"[25932],""ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)"",""SAO FRANCISCO CRATON_ARCHEAN / BRASILIA OROGEN"",""HELIODORA"",""-22.0428"",""-22.0428"",""-45.2936"",""-45.2936"",""SAE"","""","""",""s_CP-40 [25932]"",""NOT GIVEN [25932]"","""","""","""",""ARCHEAN [25932]"","""","""","""","""",""PLU"","""","""","""","""",""WR [25932] "",""70.1"",""0.48"","""",""15.45"","""",""3.69"","""",""3.22"",""2.96"",""1.36"",""0.05"","""",""1.56"",""4.87"",""0.16"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""0.74"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""5"","""",""45"",""50"","""","""",""10"",""22"",""2"",""68"",""20"","""","""","""","""",""67.7"",""359"",""9.7"",""163"",""8.6"","""","""","""","""","""","""","""","""","""","""","""",""5.05"",""320"",""27.3"",""32.7"",""5.1"",""18.9"",""3.89"",""1.1"",""2.87"",""0.4"",""2.23"",""0.39"",""1.06"",""0.16"",""0.98"",""0.16"",""4.2"",""0.6"","""","""","""","""","""","""","""","""",""10"","""",""2.9"",""0.45"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2320342"","
